"qa_id","note_id","qa_score","error_count","compliance_flag","inserted_at"
"QA016425","N019608","81.23",0,"Yes","2026-01-08 03:11:25.735226"
"QA016426","N026985","84.61",2,"Yes","2026-01-08 03:11:25.735226"
"QA016427","N042209","89.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016428","N044270","80.84",2,"No","2026-01-08 03:11:25.735226"
"QA016430","N039452","74.76",2,"Yes","2026-01-08 03:11:25.735226"
"QA016431","N027144","75.74",1,"Yes","2026-01-08 03:11:25.735226"
"QA016432","N025475","74.16",3,"Yes","2026-01-08 03:11:25.735226"
"QA016433","N010955","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016434","N014100","72.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA016435","N004308","87.03",2,"Yes","2026-01-08 03:11:25.735226"
"QA016436","N047283","67.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA016438","N005180","64.05",2,"Yes","2026-01-08 03:11:25.735226"
"QA016439","N046893","77.88",1,"Yes","2026-01-08 03:11:25.735226"
"QA016440","N024821","83.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016442","N018672","98.98",2,"Yes","2026-01-08 03:11:25.735226"
"QA016443","N006988","95.79",3,"No","2026-01-08 03:11:25.735226"
"QA016444","N034630","58.93",3,"Yes","2026-01-08 03:11:25.735226"
"QA016445","N037893","68.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA016446","N011380","96.92",1,"No","2026-01-08 03:11:25.735226"
"QA016447","N004984","78.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA016448","N007655","76.71",4,"Yes","2026-01-08 03:11:25.735226"
"QA016450","N036016","72.40",4,"Yes","2026-01-08 03:11:25.735226"
"QA016451","N012033","93.57",5,"Yes","2026-01-08 03:11:25.735226"
"QA016452","N027335","85.11",0,"Yes","2026-01-08 03:11:25.735226"
"QA016453","N030640","78.47",3,"Yes","2026-01-08 03:11:25.735226"
"QA016454","N023675","72.43",1,"Yes","2026-01-08 03:11:25.735226"
"QA016456","N038832","69.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA016457","N029115","79.46",1,"Yes","2026-01-08 03:11:25.735226"
"QA016458","N029695","99.41",3,"Yes","2026-01-08 03:11:25.735226"
"QA016460","N003582","85.41",4,"Yes","2026-01-08 03:11:25.735226"
"QA016462","N026476","77.74",1,"No","2026-01-08 03:11:25.735226"
"QA016463","N033037","96.53",0,"Yes","2026-01-08 03:11:25.735226"
"QA016464","N020558","84.22",5,"Yes","2026-01-08 03:11:25.735226"
"QA016465","N049276","79.05",2,"No","2026-01-08 03:11:25.735226"
"QA016467","N046404","73.02",3,"Yes","2026-01-08 03:11:25.735226"
"QA016470","N039195","69.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA016474","N034419","72.12",4,"Yes","2026-01-08 03:11:25.735226"
"QA016475","N006021","77.18",7,"Yes","2026-01-08 03:11:25.735226"
"QA016476","N036940","77.14",4,"Yes","2026-01-08 03:11:25.735226"
"QA016479","N030165","87.82",1,"No","2026-01-08 03:11:25.735226"
"QA016480","N028963","76.69",5,"Yes","2026-01-08 03:11:25.735226"
"QA016481","N026911","76.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA016482","N010498","72.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA016485","N010752","74.28",5,"Yes","2026-01-08 03:11:25.735226"
"QA016487","N015353","92.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA016489","N018240","88.57",2,"Yes","2026-01-08 03:11:25.735226"
"QA016492","N013225","62.02",1,"No","2026-01-08 03:11:25.735226"
"QA016495","N014729","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA016496","N001908","76.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA016497","N000284","79.50",2,"Yes","2026-01-08 03:11:25.735226"
"QA016498","N014664","88.78",0,"Yes","2026-01-08 03:11:25.735226"
"QA016499","N005373","72.05",1,"Yes","2026-01-08 03:11:25.735226"
"QA016500","N014146","66.05",5,"Yes","2026-01-08 03:11:25.735226"
"QA016501","N036221","85.17",2,"Yes","2026-01-08 03:11:25.735226"
"QA016502","N004829","78.50",0,"Yes","2026-01-08 03:11:25.735226"
"QA016503","N020791","91.07",0,"Yes","2026-01-08 03:11:25.735226"
"QA016505","N039094","74.78",3,"Yes","2026-01-08 03:11:25.735226"
"QA016506","N045379","84.93",1,"Yes","2026-01-08 03:11:25.735226"
"QA016507","N025059","73.75",0,"No","2026-01-08 03:11:25.735226"
"QA016509","N032599","74.17",1,"Yes","2026-01-08 03:11:25.735226"
"QA016510","N038055","75.52",6,"Yes","2026-01-08 03:11:25.735226"
"QA016511","N047154","100.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA016512","N044808","94.36",2,"Yes","2026-01-08 03:11:25.735226"
"QA016513","N009742","78.92",4,"Yes","2026-01-08 03:11:25.735226"
"QA016515","N049119","68.47",1,"Yes","2026-01-08 03:11:25.735226"
"QA016516","N004075","85.14",2,"Yes","2026-01-08 03:11:25.735226"
"QA016517","N007821","83.87",2,"No","2026-01-08 03:11:25.735226"
"QA016519","N039733","82.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA016520","N020857","84.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA016521","N044190","77.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA016523","N035906","85.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA016524","N004534","97.31",2,"Yes","2026-01-08 03:11:25.735226"
"QA016525","N013294","91.81",3,"No","2026-01-08 03:11:25.735226"
"QA016526","N035546","91.79",2,"No","2026-01-08 03:11:25.735226"
"QA016527","N033937","74.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA016528","N028327","83.51",3,"Yes","2026-01-08 03:11:25.735226"
"QA016530","N026207","91.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA016532","N015144","79.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA016534","N021312","87.41",2,"Yes","2026-01-08 03:11:25.735226"
"QA016535","N001095","86.54",2,"Yes","2026-01-08 03:11:25.735226"
"QA016537","N020868","93.01",1,"Yes","2026-01-08 03:11:25.735226"
"QA016539","N025400","98.62",1,"Yes","2026-01-08 03:11:25.735226"
"QA016540","N017000","82.37",1,"Yes","2026-01-08 03:11:25.735226"
"QA016542","N024004","83.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA016543","N035473","79.71",4,"Yes","2026-01-08 03:11:25.735226"
"QA016544","N016238","87.03",0,"Yes","2026-01-08 03:11:25.735226"
"QA016545","N020651","77.37",3,"Yes","2026-01-08 03:11:25.735226"
"QA016547","N038001","96.16",1,"Yes","2026-01-08 03:11:25.735226"
"QA016548","N006757","76.91",3,"Yes","2026-01-08 03:11:25.735226"
"QA016549","N039161","88.33",5,"Yes","2026-01-08 03:11:25.735226"
"QA016550","N022864","72.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA016552","N003328","80.56",1,"Yes","2026-01-08 03:11:25.735226"
"QA016553","N021811","57.84",0,"Yes","2026-01-08 03:11:25.735226"
"QA016555","N025536","69.47",1,"Yes","2026-01-08 03:11:25.735226"
"QA016556","N044917","68.06",1,"Yes","2026-01-08 03:11:25.735226"
"QA016557","N004770","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA016559","N007816","92.36",0,"Yes","2026-01-08 03:11:25.735226"
"QA016560","N036132","70.86",1,"No","2026-01-08 03:11:25.735226"
"QA016562","N048572","92.42",4,"Yes","2026-01-08 03:11:25.735226"
"QA016563","N044120","95.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA016564","N012979","83.89",5,"Yes","2026-01-08 03:11:25.735226"
"QA016565","N045335","96.26",0,"Yes","2026-01-08 03:11:25.735226"
"QA016566","N004596","80.95",2,"No","2026-01-08 03:11:25.735226"
"QA016567","N036076","81.45",2,"Yes","2026-01-08 03:11:25.735226"
"QA016570","N029908","75.85",2,"No","2026-01-08 03:11:25.735226"
"QA016571","N036577","75.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA016572","N039537","70.37",3,"Yes","2026-01-08 03:11:25.735226"
"QA016573","N016278","69.40",0,"No","2026-01-08 03:11:25.735226"
"QA016574","N034768","97.34",1,"Yes","2026-01-08 03:11:25.735226"
"QA016577","N020993","95.36",3,"Yes","2026-01-08 03:11:25.735226"
"QA016579","N049623","82.38",0,"Yes","2026-01-08 03:11:25.735226"
"QA016581","N002129","90.09",1,"Yes","2026-01-08 03:11:25.735226"
"QA016582","N012578","91.43",1,"Yes","2026-01-08 03:11:25.735226"
"QA016583","N027183","96.90",4,"Yes","2026-01-08 03:11:25.735226"
"QA016584","N005544","80.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA016585","N044145","80.29",0,"Yes","2026-01-08 03:11:25.735226"
"QA016589","N004135","90.79",1,"Yes","2026-01-08 03:11:25.735226"
"QA016590","N043290","81.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA016591","N008854","72.57",0,"Yes","2026-01-08 03:11:25.735226"
"QA016592","N020640","80.08",0,"Yes","2026-01-08 03:11:25.735226"
"QA016593","N011687","82.94",2,"Yes","2026-01-08 03:11:25.735226"
"QA016595","N043127","74.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA016596","N016066","80.69",3,"Yes","2026-01-08 03:11:25.735226"
"QA016597","N042967","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA016599","N037978","83.17",2,"Yes","2026-01-08 03:11:25.735226"
"QA016600","N017036","73.17",1,"Yes","2026-01-08 03:11:25.735226"
"QA016605","N032080","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016606","N027139","59.96",1,"Yes","2026-01-08 03:11:25.735226"
"QA016611","N022756","91.55",1,"Yes","2026-01-08 03:11:25.735226"
"QA016612","N000120","86.20",5,"Yes","2026-01-08 03:11:25.735226"
"QA016614","N027103","98.41",3,"No","2026-01-08 03:11:25.735226"
"QA016617","N023726","91.98",0,"Yes","2026-01-08 03:11:25.735226"
"QA016618","N047790","84.33",2,"Yes","2026-01-08 03:11:25.735226"
"QA016619","N030148","80.77",1,"Yes","2026-01-08 03:11:25.735226"
"QA016620","N013898","69.34",3,"Yes","2026-01-08 03:11:25.735226"
"QA016621","N046390","67.38",1,"Yes","2026-01-08 03:11:25.735226"
"QA016623","N031902","93.55",2,"Yes","2026-01-08 03:11:25.735226"
"QA016624","N049875","87.80",1,"Yes","2026-01-08 03:11:25.735226"
"QA016625","N034172","84.11",1,"No","2026-01-08 03:11:25.735226"
"QA016626","N021436","62.18",3,"Yes","2026-01-08 03:11:25.735226"
"QA016627","N047554","78.34",4,"Yes","2026-01-08 03:11:25.735226"
"QA016628","N030483","66.89",1,"Yes","2026-01-08 03:11:25.735226"
"QA016629","N021107","68.48",2,"Yes","2026-01-08 03:11:25.735226"
"QA016630","N004141","70.91",4,"Yes","2026-01-08 03:11:25.735226"
"QA016632","N010226","86.09",0,"No","2026-01-08 03:11:25.735226"
"QA016633","N047215","62.34",5,"Yes","2026-01-08 03:11:25.735226"
"QA016634","N032752","92.17",0,"Yes","2026-01-08 03:11:25.735226"
"QA016635","N005597","84.89",1,"Yes","2026-01-08 03:11:25.735226"
"QA016638","N002116","84.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA016639","N001285","92.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA016641","N036172","84.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA016642","N048043","81.60",4,"Yes","2026-01-08 03:11:25.735226"
"QA016643","N027803","91.37",0,"Yes","2026-01-08 03:11:25.735226"
"QA016644","N004794","66.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA016646","N010758","77.34",2,"Yes","2026-01-08 03:11:25.735226"
"QA016647","N003374","77.04",1,"Yes","2026-01-08 03:11:25.735226"
"QA016648","N014861","90.76",2,"No","2026-01-08 03:11:25.735226"
"QA016649","N047118","75.41",6,"Yes","2026-01-08 03:11:25.735226"
"QA016653","N006349","75.56",3,"No","2026-01-08 03:11:25.735226"
"QA016654","N001202","78.11",1,"Yes","2026-01-08 03:11:25.735226"
"QA016656","N001290","81.43",4,"Yes","2026-01-08 03:11:25.735226"
"QA016657","N024025","99.73",1,"Yes","2026-01-08 03:11:25.735226"
"QA016658","N018843","92.82",2,"Yes","2026-01-08 03:11:25.735226"
"QA016659","N004939","83.07",0,"Yes","2026-01-08 03:11:25.735226"
"QA016660","N019100","71.84",1,"Yes","2026-01-08 03:11:25.735226"
"QA016664","N019419","86.20",4,"Yes","2026-01-08 03:11:25.735226"
"QA016666","N035296","83.60",1,"Yes","2026-01-08 03:11:25.735226"
"QA016667","N018261","74.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA016668","N009393","82.38",2,"Yes","2026-01-08 03:11:25.735226"
"QA016670","N027311","80.46",4,"Yes","2026-01-08 03:11:25.735226"
"QA016671","N026895","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016672","N015772","95.63",3,"Yes","2026-01-08 03:11:25.735226"
"QA016673","N025377","92.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA016675","N025411","89.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA016676","N042144","86.51",0,"Yes","2026-01-08 03:11:25.735226"
"QA016677","N045793","68.77",0,"No","2026-01-08 03:11:25.735226"
"QA016678","N034671","90.20",0,"Yes","2026-01-08 03:11:25.735226"
"QA016679","N010878","79.58",1,"No","2026-01-08 03:11:25.735226"
"QA016680","N045673","97.68",1,"Yes","2026-01-08 03:11:25.735226"
"QA016681","N038409","88.02",3,"Yes","2026-01-08 03:11:25.735226"
"QA016682","N028522","80.57",0,"Yes","2026-01-08 03:11:25.735226"
"QA016684","N003220","88.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA016685","N026350","85.09",0,"Yes","2026-01-08 03:11:25.735226"
"QA016686","N000793","95.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA016687","N033550","81.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA016688","N027060","75.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA016689","N029435","68.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA016691","N035025","64.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA016693","N005972","63.66",2,"Yes","2026-01-08 03:11:25.735226"
"QA016694","N040922","86.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA016695","N022699","84.41",4,"Yes","2026-01-08 03:11:25.735226"
"QA016696","N035963","81.48",3,"Yes","2026-01-08 03:11:25.735226"
"QA016697","N047369","94.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA016700","N032200","79.14",0,"Yes","2026-01-08 03:11:25.735226"
"QA016701","N017615","91.99",2,"Yes","2026-01-08 03:11:25.735226"
"QA016702","N007276","97.84",1,"No","2026-01-08 03:11:25.735226"
"QA016704","N039670","77.38",0,"No","2026-01-08 03:11:25.735226"
"QA016706","N020892","82.29",3,"Yes","2026-01-08 03:11:25.735226"
"QA016707","N017340","72.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA016709","N023313","71.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA016710","N026332","73.61",2,"Yes","2026-01-08 03:11:25.735226"
"QA016711","N044202","94.74",4,"Yes","2026-01-08 03:11:25.735226"
"QA016713","N006922","87.41",4,"Yes","2026-01-08 03:11:25.735226"
"QA016715","N047416","80.21",2,"Yes","2026-01-08 03:11:25.735226"
"QA016716","N011082","87.34",1,"Yes","2026-01-08 03:11:25.735226"
"QA016718","N013424","80.40",5,"No","2026-01-08 03:11:25.735226"
"QA016719","N046416","83.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA016720","N047026","84.25",4,"Yes","2026-01-08 03:11:25.735226"
"QA016721","N002966","74.65",3,"Yes","2026-01-08 03:11:25.735226"
"QA016723","N019063","70.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA016724","N030408","69.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA016725","N011206","92.23",1,"No","2026-01-08 03:11:25.735226"
"QA016726","N028234","76.85",2,"Yes","2026-01-08 03:11:25.735226"
"QA016727","N006556","69.93",3,"No","2026-01-08 03:11:25.735226"
"QA016728","N007278","72.47",1,"No","2026-01-08 03:11:25.735226"
"QA016730","N039052","76.27",2,"Yes","2026-01-08 03:11:25.735226"
"QA016732","N021835","78.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA016736","N047231","86.85",0,"Yes","2026-01-08 03:11:25.735226"
"QA016737","N035101","69.47",2,"Yes","2026-01-08 03:11:25.735226"
"QA016738","N035907","81.88",4,"Yes","2026-01-08 03:11:25.735226"
"QA016739","N021836","98.22",5,"Yes","2026-01-08 03:11:25.735226"
"QA016740","N009451","78.30",4,"Yes","2026-01-08 03:11:25.735226"
"QA016742","N023879","68.10",1,"Yes","2026-01-08 03:11:25.735226"
"QA016743","N046866","69.51",2,"Yes","2026-01-08 03:11:25.735226"
"QA016744","N014404","78.35",5,"Yes","2026-01-08 03:11:25.735226"
"QA016745","N024586","68.30",0,"Yes","2026-01-08 03:11:25.735226"
"QA016748","N042038","70.93",3,"Yes","2026-01-08 03:11:25.735226"
"QA016749","N011532","83.44",1,"No","2026-01-08 03:11:25.735226"
"QA016750","N048328","90.44",0,"Yes","2026-01-08 03:11:25.735226"
"QA016751","N045915","73.45",0,"Yes","2026-01-08 03:11:25.735226"
"QA016752","N030970","90.08",2,"Yes","2026-01-08 03:11:25.735226"
"QA016753","N032699","93.55",2,"Yes","2026-01-08 03:11:25.735226"
"QA016754","N000828","90.35",1,"Yes","2026-01-08 03:11:25.735226"
"QA016758","N009222","90.85",3,"Yes","2026-01-08 03:11:25.735226"
"QA016760","N003592","82.68",2,"Yes","2026-01-08 03:11:25.735226"
"QA016761","N033466","79.92",1,"No","2026-01-08 03:11:25.735226"
"QA016763","N029919","77.60",4,"Yes","2026-01-08 03:11:25.735226"
"QA016765","N043143","75.14",1,"Yes","2026-01-08 03:11:25.735226"
"QA016766","N009530","93.20",5,"No","2026-01-08 03:11:25.735226"
"QA016767","N031322","89.15",2,"No","2026-01-08 03:11:25.735226"
"QA016769","N004136","67.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA016770","N016962","84.62",1,"No","2026-01-08 03:11:25.735226"
"QA016771","N037248","92.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA016772","N006722","88.42",3,"No","2026-01-08 03:11:25.735226"
"QA016773","N008381","59.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA016775","N021406","86.24",3,"Yes","2026-01-08 03:11:25.735226"
"QA016776","N000743","90.07",4,"Yes","2026-01-08 03:11:25.735226"
"QA016778","N005846","91.41",0,"Yes","2026-01-08 03:11:25.735226"
"QA016781","N006897","70.50",3,"Yes","2026-01-08 03:11:25.735226"
"QA016783","N049509","56.35",3,"No","2026-01-08 03:11:25.735226"
"QA016784","N039142","90.98",2,"Yes","2026-01-08 03:11:25.735226"
"QA016786","N003073","86.03",3,"Yes","2026-01-08 03:11:25.735226"
"QA016787","N002028","90.10",1,"Yes","2026-01-08 03:11:25.735226"
"QA016788","N026524","72.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA016789","N011651","79.80",1,"Yes","2026-01-08 03:11:25.735226"
"QA016790","N044741","95.61",1,"Yes","2026-01-08 03:11:25.735226"
"QA016791","N007001","68.22",4,"Yes","2026-01-08 03:11:25.735226"
"QA016792","N042308","95.89",2,"No","2026-01-08 03:11:25.735226"
"QA016793","N018900","72.47",1,"Yes","2026-01-08 03:11:25.735226"
"QA016794","N014943","71.84",3,"No","2026-01-08 03:11:25.735226"
"QA016796","N009467","78.47",1,"Yes","2026-01-08 03:11:25.735226"
"QA016799","N017522","91.92",4,"No","2026-01-08 03:11:25.735226"
"QA016800","N013645","79.02",1,"Yes","2026-01-08 03:11:25.735226"
"QA016801","N014118","75.40",3,"Yes","2026-01-08 03:11:25.735226"
"QA016802","N045081","79.04",0,"Yes","2026-01-08 03:11:25.735226"
"QA016803","N043129","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016804","N015504","87.35",4,"Yes","2026-01-08 03:11:25.735226"
"QA016805","N015877","96.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016806","N040968","78.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA016807","N014259","86.51",2,"No","2026-01-08 03:11:25.735226"
"QA016808","N015568","87.57",2,"Yes","2026-01-08 03:11:25.735226"
"QA016809","N024185","89.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA016810","N049151","77.22",5,"Yes","2026-01-08 03:11:25.735226"
"QA016811","N022954","91.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA016813","N048332","90.03",3,"Yes","2026-01-08 03:11:25.735226"
"QA016814","N034356","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016815","N026010","71.33",3,"Yes","2026-01-08 03:11:25.735226"
"QA016818","N021844","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016820","N032422","100.00",2,"No","2026-01-08 03:11:25.735226"
"QA016821","N009713","85.16",1,"Yes","2026-01-08 03:11:25.735226"
"QA016824","N041421","70.62",2,"Yes","2026-01-08 03:11:25.735226"
"QA016825","N015343","86.39",2,"Yes","2026-01-08 03:11:25.735226"
"QA016826","N032887","89.29",1,"No","2026-01-08 03:11:25.735226"
"QA016827","N047750","74.57",3,"Yes","2026-01-08 03:11:25.735226"
"QA016828","N006791","88.42",0,"Yes","2026-01-08 03:11:25.735226"
"QA016829","N040195","63.58",1,"Yes","2026-01-08 03:11:25.735226"
"QA016830","N038189","81.37",5,"No","2026-01-08 03:11:25.735226"
"QA016831","N009580","85.25",2,"Yes","2026-01-08 03:11:25.735226"
"QA016832","N042662","80.62",2,"Yes","2026-01-08 03:11:25.735226"
"QA016835","N014719","89.61",1,"Yes","2026-01-08 03:11:25.735226"
"QA016836","N035116","76.97",2,"Yes","2026-01-08 03:11:25.735226"
"QA016837","N032825","69.04",3,"Yes","2026-01-08 03:11:25.735226"
"QA016838","N038360","95.36",0,"Yes","2026-01-08 03:11:25.735226"
"QA016839","N022516","91.81",1,"No","2026-01-08 03:11:25.735226"
"QA016840","N008108","83.87",1,"Yes","2026-01-08 03:11:25.735226"
"QA016841","N020524","70.19",7,"Yes","2026-01-08 03:11:25.735226"
"QA016843","N043498","81.60",2,"Yes","2026-01-08 03:11:25.735226"
"QA016845","N043387","90.31",1,"Yes","2026-01-08 03:11:25.735226"
"QA016848","N049574","84.75",4,"Yes","2026-01-08 03:11:25.735226"
"QA016849","N032107","68.72",2,"No","2026-01-08 03:11:25.735226"
"QA016850","N048724","64.98",3,"Yes","2026-01-08 03:11:25.735226"
"QA016852","N019770","86.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA016853","N047480","96.23",2,"Yes","2026-01-08 03:11:25.735226"
"QA016855","N021282","97.67",5,"Yes","2026-01-08 03:11:25.735226"
"QA016856","N033876","81.19",0,"Yes","2026-01-08 03:11:25.735226"
"QA016857","N028893","88.54",6,"Yes","2026-01-08 03:11:25.735226"
"QA016858","N040895","72.94",2,"Yes","2026-01-08 03:11:25.735226"
"QA016859","N026998","66.06",3,"Yes","2026-01-08 03:11:25.735226"
"QA016860","N001494","81.48",7,"Yes","2026-01-08 03:11:25.735226"
"QA016861","N018533","63.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA016862","N040182","86.71",2,"Yes","2026-01-08 03:11:25.735226"
"QA016864","N037717","69.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA016865","N038553","70.63",2,"Yes","2026-01-08 03:11:25.735226"
"QA016866","N033345","82.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA016867","N009957","83.60",3,"Yes","2026-01-08 03:11:25.735226"
"QA016868","N023502","66.82",1,"No","2026-01-08 03:11:25.735226"
"QA016870","N004885","68.43",1,"Yes","2026-01-08 03:11:25.735226"
"QA016871","N012540","76.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA016873","N020869","95.50",1,"Yes","2026-01-08 03:11:25.735226"
"QA016874","N042317","98.07",2,"Yes","2026-01-08 03:11:25.735226"
"QA016875","N034601","81.97",3,"Yes","2026-01-08 03:11:25.735226"
"QA016876","N047965","72.58",3,"Yes","2026-01-08 03:11:25.735226"
"QA016878","N025895","83.67",3,"Yes","2026-01-08 03:11:25.735226"
"QA016879","N047212","72.57",3,"Yes","2026-01-08 03:11:25.735226"
"QA016880","N014822","72.74",3,"Yes","2026-01-08 03:11:25.735226"
"QA016881","N016068","78.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA016882","N037506","65.14",4,"Yes","2026-01-08 03:11:25.735226"
"QA016883","N029282","73.73",2,"Yes","2026-01-08 03:11:25.735226"
"QA016884","N038200","95.26",4,"Yes","2026-01-08 03:11:25.735226"
"QA016886","N017956","78.44",2,"No","2026-01-08 03:11:25.735226"
"QA016888","N042447","68.48",4,"Yes","2026-01-08 03:11:25.735226"
"QA016889","N039970","91.05",1,"Yes","2026-01-08 03:11:25.735226"
"QA016890","N048528","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA016891","N029135","93.62",1,"No","2026-01-08 03:11:25.735226"
"QA016893","N017920","81.73",5,"Yes","2026-01-08 03:11:25.735226"
"QA016894","N033295","74.53",2,"Yes","2026-01-08 03:11:25.735226"
"QA016896","N023932","73.87",2,"Yes","2026-01-08 03:11:25.735226"
"QA016897","N039974","90.16",2,"Yes","2026-01-08 03:11:25.735226"
"QA016898","N015111","83.69",2,"Yes","2026-01-08 03:11:25.735226"
"QA016899","N002780","85.29",2,"Yes","2026-01-08 03:11:25.735226"
"QA016900","N032744","74.03",1,"Yes","2026-01-08 03:11:25.735226"
"QA016901","N001478","92.20",5,"Yes","2026-01-08 03:11:25.735226"
"QA016903","N047532","77.62",2,"No","2026-01-08 03:11:25.735226"
"QA016905","N010997","88.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA016906","N010054","72.55",1,"Yes","2026-01-08 03:11:25.735226"
"QA016907","N006580","75.71",2,"Yes","2026-01-08 03:11:25.735226"
"QA016908","N032339","78.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA016912","N020349","89.90",3,"Yes","2026-01-08 03:11:25.735226"
"QA016913","N036073","78.65",1,"Yes","2026-01-08 03:11:25.735226"
"QA016914","N047708","79.60",3,"Yes","2026-01-08 03:11:25.735226"
"QA016915","N049255","71.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA016916","N008176","73.50",0,"Yes","2026-01-08 03:11:25.735226"
"QA016919","N026564","99.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA016920","N009621","83.34",1,"Yes","2026-01-08 03:11:25.735226"
"QA016921","N031674","85.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA016922","N001081","74.62",2,"Yes","2026-01-08 03:11:25.735226"
"QA016924","N022862","85.61",2,"Yes","2026-01-08 03:11:25.735226"
"QA016926","N041146","83.89",5,"Yes","2026-01-08 03:11:25.735226"
"QA016927","N043994","91.26",3,"Yes","2026-01-08 03:11:25.735226"
"QA016930","N040142","66.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA016931","N032364","92.27",2,"Yes","2026-01-08 03:11:25.735226"
"QA016932","N008159","86.94",5,"No","2026-01-08 03:11:25.735226"
"QA016933","N021697","68.78",2,"Yes","2026-01-08 03:11:25.735226"
"QA016935","N001323","51.77",1,"Yes","2026-01-08 03:11:25.735226"
"QA016936","N017096","88.66",4,"Yes","2026-01-08 03:11:25.735226"
"QA016938","N037975","85.67",0,"Yes","2026-01-08 03:11:25.735226"
"QA016939","N026646","81.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA016940","N019005","65.65",4,"No","2026-01-08 03:11:25.735226"
"QA016942","N030286","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016943","N007711","58.81",1,"Yes","2026-01-08 03:11:25.735226"
